ad_archive_id,ad_text,lda_topic_keywords,bert_topic_keywords,llm_theme_theme,llm_theme_summ,lda_keywords_llm_truth,bert_keywords_llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth
534138759198215,"🚨 A Trusted Voice Speaks Out! 🚨
Mayor Steve Manos of Lake Elsinore proudly endorses Jason Devor for EVMWD Division 4. As a business leader and a community-driven advocate, Jason has the skills and dedication to deliver lower water rates, greater transparency, and real solutions for our future.

“Jason will bring the change our water district needs. His leadership will ensure better management, sustainable water solutions, and accountability.” – Mayor Steve Manos

📢 Vote Jason Devor for EVMWD Division 4. Because every drop counts – and so does every vote. 🌊","work, need, working, people, better",,"**""Clean water advocacy""**",Pro-infrastructure investment,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
987095996917606,"We’re almost ready to run across the Atlantic — LA <> London — virtually — in support of our ocean with @oceanconservancy 

Here’s how to get started:
1️⃣ Click 'Sign up' and join the Global Running Day community
2️⃣ Pledge your kms on the challenge page
3️⃣ Unlock access to the exclusive Strava club to track your distance

Inside the community, you’ll find:  

🤝 A global community of runners conquering the same challenge  
📅 Daily motivation and check-ins  
📈 Access to expert running & nutrition blogs, training guides, and more  
📲2 weeks FREE access to the @Runna app 
  
🏃‍♀️🏃‍♂️Let’s run for the ocean, for our planet, and for every finish line still to come!

All proceeds go to @oceanconservancy","environmental, group, received, alliance, information","ocean, coral, marine, absorbing, currents, marine life, coral reefs, reefs, oceans, protect ocean","**""Ocean conservation call""**",Ocean conservation call,Yes,No,Yes,Yes,FALSE,FALSE,TRUE,TRUE
391694743947459,"Janet Henderson, County Commissioner Candidate District 9, is running in New Buffalo, New Buffalo Township, Chikaming, Lake Charter Township, and the City of Bridgman. 

As an advocate for public housing, a dedicated volunteer for Feeding America, the President of a local non-profit dedicated to addressing poverty, and a retired business lawyer, Janet knows how to get things done. 

Janet supports Berrien Forward's goal of increasing economic development and attainment for our communities, building affordable and sustainable housing, and working across the aisle to make Berrien County a brighter place to live.","city, resident, council, housing, community","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county","**""Green building advocacy""**",Pro-infrastructure investment,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
3761309060800989,"Say hello to our newest board of directors member, Bryce Conway! 👋 

Bryce is the founder and CEO of @[100054981410309:2048:Flex-Chem] and brings over 20 years' experience to The Petroleum Alliance — he has dedicated his career to advancing technologies in the oil and natural gas industry. His unique blend of chemical and microbiological expertise enables Flex-Chem to deliver cutting-edge, science-based solutions to the industry.

We're excited to have his big brain on the board! 🧠","member, organization, leadership, leader, foundation","petroleum alliance, petroleum, alliance, oil natural, wildcatters, gas industry, alliance members, okc, annual meeting, wildcatters wednesday","**""Oil industry promotion""**",Oil industry promotion,Yes,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE
478826091907633,"What’s that rotten egg scent that residents in Brazoria like Debra keep smelling? That’s the Chevron-Sweeney plant. And it doesn’t just make for a bad smell. Residents of Brazoria have faced lasting health problems and our river we fish in has been polluted, impacting it for generations to come. Add your name to say Brazoria residents deserve more.,What’s that rotten egg scent that residents in Brazoria like Debra keep smelling? That’s the Chevron-Sweeney plant. And it doesn’t just make for a bad smell. Residents of Brazoria have faced lasting health problems and our river we fish in has been polluted, impacting it for generations to come. Add your name to say Brazoria residents deserve more.","one, people, thing, get, u",,"**""Big Oil accountability""**",Methane regulation push,No,No,Yes,No,FALSE,TRUE,TRUE,TRUE
951532953650014,"A cleaner, greener, NYC Ferry! ⛴️

NYCEDC Executive Vice President of Ferry Operations James Wong shares our new sustainability measures aimed at reducing our environmental impact and creating cleaner waterways for the New York City!","sustainable, initiative, committed, community, resource",,"**""Clean water advocacy""**",Clean water advocacy,Yes,No,Yes,Yes,FALSE,TRUE,TRUE,FALSE
1336784494114749,"Climate Change and the Global Harvest 🌍 

Join Cynthia Rosenzweig—senior research scientist at the NASA Goddard Institute for Space Studies and adjunct senior research scientist at Columbia Climate School—on April 10 for the @[100064678000248:2048:University of Delaware] 2025 Donald L. Sparks Distinguished Lectureship in Soil and Environmental Sciences.

The lecture focuses on how climate change affects agriculture and food security. 

Learn more and register. 
https://www.udel.edu/canr/departments/plant-and-soil-sciences/affiliated-centers/sparks-lectureship/ 

#UDel","climate, change, action, crisis, weather","dairy, food, soil, milk, meat, agriculture, soil health, farming, cocoa, regenerative","**""Agriculture policy updates""**",Sustainable farming progress,No,Yes,No,No,FALSE,FALSE,FALSE,FALSE
3486255601677544,"Last week, the Senate confirmed President Trump’s choice of Jewish-American and former NY Republican Congressman @[100044398417408:2048:Lee Zeldin] to head the Environmental Protection Agency. The grandson of both Conservative and Reform rabbis, he was one of only two Jewish Republicans while in Congress in 2020. Zeldin said, ""We will restore U.S. energy dominance, revitalize our auto industry to bring back American jobs, and make the U.S. the global leader of AI. We will do so while protecting access to clean air and water.""","nuclear, choice, standard, deserves, safety",,"**""Oil industry promotion""**",Pro-infrastructure investment,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1259829645463416,"If you think the federal government should be more worried about citizens being able to pay their electric bills than subsidizing green energy wind farms, it’s time to vote for leaders who share your values.

The General Election is November 5th. Make your plan to vote.","vote, election, district, candidate, voting",,"**""Energy cost alarm""**",Energy cost alarm,Yes,No,Yes,Yes,TRUE,FALSE,TRUE,TRUE
3201938809983737,"You could get up to $7,500 off a new EV, but only if you act fast. The federal tax credit ends September 30.

This rollback is part of a new push by Trump and Arizona’s GOP delegation to gut clean energy programs.

Make your move before the savings disappear.","tax, energy, bill, credit, cost","ev, evs, electric, ev tax, link email, millions visit, charging, driving electric, annual tax, experience benefits","**""Clean energy advocacy""**",Solar energy advocacy,Yes,No,Yes,No,FALSE,TRUE,FALSE,FALSE
1006629545008753,The battery storage industry is committed to investing $100 billion in American-made grid batteries. CA is leading the way.,"florida, storage, battery, island, long","energy storage, storage, bess, battery, battery energy, battery storage, storage systems, brookhaven, systems bess, batteries","**""Pro-BESS advocacy""**",Pro-BESS advocacy,No,Yes,Yes,Yes,FALSE,FALSE,TRUE,TRUE
395347873353169,"Want to implement clean energy projects in your community? The IRA’s Direct Pay provision can help by providing local governments and nonprofits with cash for clean energy investments! 💰 To learn how you can get 30% back on your investments, register for our webinar with Alex Kate Halvey from the @[100068384958383:2048:U.S. Department of Energy]  ➡️ https://sierraclub.zoom.us/meeting/register/tJwlf-2grDsjG9JKJuvePjusY_6pB5L0FvDi#/registration","project, investment, federal, funding, billion","usda, direct pay, reap, wisconsin, usda investing, cash clean, investments learn, governments nonprofits, energy projects, provision","**""Clean energy advocacy""**",Clean energy boom,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
876908614553286,"Hear from Guernsey County Commissioner Jack Marlin as he highlights the significant benefits of oil and gas investment in our community. “We’ve accomplished so much with fossil fuel resources right beneath us,” he shares. With a billion-dollar boost that won’t come from taxpayers’ wallets, this investment is a lifeline for a community in need. Discover how the oil and gas industry is revitalizing Guernsey County and paving the way for a brighter future. Watch the video to learn more!","county, project, revenue, local, commissioner",,"**""Oil industry promotion""**",Oil industry promotion,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,TRUE
446293248442316,An emergency brake for our climate: cutting methane pollution is the best thing we can do to stop our planet from boiling. Climate activist Sophia Kianni explains 👇,"climate, change, action, crisis, weather","methane, weather events, methane gas, natural unnatural, intensifying devastating, hurricanes weather, gas intensifying, heat floods, events aren, floods hurricanes","**""Methane regulation push""**",Methane regulation push,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1713249116101657,"Roger Bostwick, president, Kansas State Grange, says, ""Sustainable aviation fuel is a breakthrough innovation that turns crops such as corn and soybeans into a low-carbon alternative to traditional jet fuels. Its use in aircraft not only helps reduce life cycle emissions by as much as 80%, but also creates new markets for our farmers.""","sustainable, initiative, committed, community, resource","aviation, sustainable aviation, saf, aviation fuel, climbingfast, jet, aviation industry, climbingfast com, aviationacrossamerica, aviationacrossamerica org","**""SAF advocacy push""**",SAF advocacy push,No,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE
